itemid,country_alpha2,hudoc_decision_body,case_importance,has_separate_opinion,represented,num_violations_found,violation_type,num_applicants,judgment_year,judgment_month,violated_articles_count,violated_article_6,violated_article_3,violated_article_5,violated_article_13,violated_article_8,violated_article_P1_1,violated_article_2,violated_article_10,violated_article_11,violated_article_14,violated_article_34,violated_article_9,violated_article_P1_3,violated_article_38,violated_article_P4_2,violated_article_7,violated_article_P7_4,violated_article_P1_2,violated_article_18,violated_article_P7_2,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-156275,lv,CHAMBER,4,0,1,1,procedural,1,2015,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1982.0,1,0,0,0,1.0,0.0,5.0,0.0,9.49724529108,23.9945278621
001-156246,ru,CHAMBER,3,0,1,2,both,3,2015,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1938.0,1,0,1,0,0.0,1.0,0.5,0.0,9.13547822428,27.9410629715
001-156247,ua,CHAMBER,3,0,1,1,both,1,2015,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1991.0,1,0,1,0,0.0,1.0,24.0,0.0,7.64753500103,25.234465591
001-156248,mk,CHAMBER,3,0,1,1,both,1,2015,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1948.0,1,0,1,0,0.0,1.0,0.0,1.0,8.56858695742,23.0322822013
001-156249,ru,CHAMBER,4,0,1,1,substantive,1,2015,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1979.0,1,0,1,0,0.0,0.0,18.03333333333333,0.0,9.13547822428,27.9410629715
001-156251,ru,CHAMBER,4,0,1,3,substantive,1,2015,7,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1976.0,1,0,1,0,0.0,0.0,24.0,0.0,9.13547822428,27.9410629715
001-156252,si,COMMITTEE,4,0,0,2,procedural,1,2015,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,1.0,0.0,144.0,0.0,9.93780563535,24.4776864721
001-156499,ru,CHAMBER,4,0,0,2,substantive,1,2015,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,0.0,0.0,144.0,0.0,9.13547822428,27.9410629715
001-156503,ua,COMMITTEE,4,0,1,1,procedural,1,2015,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,1.0,0.0,66.0,0.0,7.64753500103,25.234465591
001-156504,mt,CHAMBER,3,0,1,1,substantive,2,2015,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1950.0,1,0,0,0,0.0,0.0,420.0,0.0,10.1476361975,23.1516722424
001-157277,it,CHAMBER,3,1,1,7,both,3,2015,9,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1987.0,1,0,3,0,0.0,1.0,0.33,0.0,10.3300904412,28.2437323713
001-156518,ee,CHAMBER,3,1,1,1,substantive,1,2015,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,0.0,156.0,0.0,9.78262729899,23.8722275555
001-156520,li,CHAMBER,4,0,1,1,substantive,1,2015,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,0.0,0.0,143.0,0.0,12.0268751476,22.5588053657
001-156522,hr,CHAMBER,1,1,1,2,both,2,2015,9,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0,0,2,0,0.0,1.0,51.0,0.0,9.41611670743,24.6550697711
001-157339,tr,CHAMBER,3,0,1,1,substantive,1,2015,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,0.0,0.0,0.0,1.0,9.31160094489,27.486527053
001-157342,al,COMMITTEE,4,0,1,3,substantive,1,2015,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,0.0,1.0,8.34296816014,23.1630157486
001-157344,sk,CHAMBER,4,0,1,1,procedural,2,2015,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,1.0,0.0,0.0,1.0,9.70765976096,25.2139063624
001-157346,pl,CHAMBER,4,0,1,1,substantive,1,2015,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,0.0,0.0,24.5,0.0,9.44450473305,26.8971646815
001-157349,md,CHAMBER,4,0,1,1,procedural,1,2015,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,1.0,0.0,154.0,0.0,7.91955666894,22.7770904487
001-157399,tr,CHAMBER,3,1,1,2,substantive,1,2015,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,0,0,0.0,0.0,0.0,1.0,9.31160094489,27.486527053
001-157278,ru,COMMITTEE,4,0,1,1,substantive,1,2015,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,6.9,0.0,9.13547822428,27.9410629715
001-157279,mk,CHAMBER,4,0,1,1,substantive,1,2015,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,0.0,0.0,0.0,1.0,8.56858695742,23.0322822013
001-157281,ru,COMMITTEE,4,0,0,1,procedural,1,2015,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,1.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-157283,ru,CHAMBER,4,0,1,1,procedural,3,2015,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,3,0,1.0,0.0,18.0,0.0,9.13547822428,27.9410629715
001-157368,ro,CHAMBER,4,0,1,1,procedural,1,2015,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,1,0,1.0,0.0,0.0,1.0,9.1025343665,25.9044038488
001-157372,ru,CHAMBER,4,0,1,5,both,2,2015,9,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1968.5,1,0,0,0,0.0,1.0,60.0,0.0,9.13547822428,27.9410629715
001-157373,ru,CHAMBER,4,0,1,2,substantive,1,2015,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,9.5,0.0,9.13547822428,27.9410629715
001-157374,ro,CHAMBER,4,0,1,1,substantive,1,2015,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,0.0,0.0,196.0,0.0,9.1025343665,25.9044038488
001-157392,hu,CHAMBER,3,0,1,1,procedural,3,2015,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.0,1,0,1,0,1.0,0.0,5.83,0.0,9.45594507302,25.5535306826
001-157670,be,GRANDCHAMBER,1,1,1,1,both,2,2015,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1982.5,1,0,0,0,0.0,1.0,0.0,1.0,10.6187583055,26.8567609849
001-157394,hu,COMMITTEE,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157395,hu,COMMITTEE,4,0,1,1,procedural,2,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,0,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157396,hu,COMMITTEE,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157397,hu,COMMITTEE,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157509,tr,CHAMBER,3,0,1,1,substantive,1,2015,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,0.0,1.0,9.31160094489,27.486527053
001-157510,ua,CHAMBER,4,0,1,2,substantive,2,2015,10,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,3,0,0.0,0.0,0.0,1.0,7.64753500103,25.234465591
001-157515,tr,CHAMBER,3,0,1,1,procedural,4,2015,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1974.5,1,0,0,0,1.0,0.0,0.2333333333333333,0.0,9.31160094489,27.486527053
001-157517,si,CHAMBER,4,0,1,1,substantive,2,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1935.0,1,0,2,0,0.0,0.0,252.0,0.0,9.93780563535,24.4776864721
001-157518,ro,CHAMBER,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,1.0,0.0,0.0,1.0,9.1025343665,25.9044038488
001-157520,al,COMMITTEE,4,0,1,2,substantive,1,2015,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,108.0,0.0,8.34296816014,23.1630157486
001-157521,ru,CHAMBER,3,0,1,2,both,1,2015,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,0.0,1.0,0.0,1.0,9.13547822428,27.9410629715
001-157523,ru,CHAMBER,4,0,1,1,both,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,1.0,0.0,1.0,9.13547822428,27.9410629715
001-157528,pl,CHAMBER,4,0,1,2,substantive,1,2015,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,0.0,54.0,0.0,9.44450473305,26.8971646815
001-157531,md,CHAMBER,3,1,1,1,substantive,1,2015,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1986.0,1,0,1,0,0.0,0.0,27.13,0.0,7.91955666894,22.7770904487
001-157532,ru,CHAMBER,3,1,1,1,substantive,1,2015,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,0.0,0.0,1.0,9.13547822428,27.9410629715
001-157533,ru,CHAMBER,3,0,1,2,both,1,2015,10,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1985.0,1,0,0,0,0.0,1.0,0.0416666666666666,0.0,9.13547822428,27.9410629715
001-157535,az,CHAMBER,3,0,1,1,procedural,3,2015,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,0,0,1.0,0.0,0.0,1.0,8.61277672409,24.6949951199
001-157536,hr,CHAMBER,3,1,1,1,substantive,1,2015,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,0.0,0.0,1.0,9.41611670743,24.6550697711
001-157537,si,CHAMBER,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,1,0,1.0,0.0,10.0,0.0,9.93780563535,24.4776864721
001-157538,si,CHAMBER,4,0,1,1,substantive,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,1,0,1,0,0.0,0.0,0.0,1.0,9.93780563535,24.4776864721
001-157539,ru,CHAMBER,4,0,0,1,procedural,1,2015,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,1,0,1.0,0.0,12.0,0.0,9.13547822428,27.9410629715
001-157540,ru,CHAMBER,4,0,1,2,substantive,1,2015,10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,36.0,0.0,9.13547822428,27.9410629715
001-157755,tr,CHAMBER,3,1,1,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,1,0,1,0,0.0,0.0,0.25,0.0,9.31160094489,27.486527053
001-157761,ro,CHAMBER,4,0,1,1,procedural,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1989.0,1,0,1,0,1.0,0.0,0.0,1.0,9.1025343665,25.9044038488
001-157763,hr,CHAMBER,4,0,1,1,procedural,1,2015,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,1.0,0.0,0.0,1.0,9.41611670743,24.6550697711
001-157764,hr,CHAMBER,4,0,1,1,procedural,1,2015,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992.0,1,0,1,0,1.0,0.0,0.0,1.0,9.41611670743,24.6550697711
001-157765,hu,CHAMBER,3,1,1,1,both,2,2015,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1988.0,1,0,1,0,0.0,1.0,0.0,1.0,9.45594507302,25.5535306826
001-157766,it,CHAMBER,3,0,1,1,substantive,1,2015,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.0,1,0,1,0,0.0,0.0,0.0,1.0,10.3300904412,28.2437323713
001-158077,tr,CHAMBER,3,0,1,1,substantive,1,2015,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,0.0,0.0,0.0,1.0,9.31160094489,27.486527053
001-158090,cy,CHAMBER,3,0,1,3,substantive,1,2015,10,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,1,0,1,0,0.0,0.0,120.0,0.0,10.04713071,23.7144517122
001-158149,bg,CHAMBER,3,1,1,1,substantive,2,2015,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1968.0,1,0,0,0,0.0,0.0,27.0,0.0,8.8914640391,24.650491064
001-157695,ru,CHAMBER,3,0,1,2,procedural,1,2015,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,1.0,0.0,25.87,0.0,9.13547822428,27.9410629715
001-157696,ru,COMMITTEE,4,0,0,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,0.0,0.0,0.25,0.0,9.13547822428,27.9410629715
001-157697,ru,CHAMBER,3,0,1,3,procedural,1,2015,10,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1991.0,1,0,1,0,1.0,0.0,168.0,0.0,9.13547822428,27.9410629715
001-157698,mk,CHAMBER,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1954.0,1,0,1,0,1.0,0.0,167.63,0.0,8.56858695742,23.0322822013
001-157699,hu,COMMITTEE,4,0,0,2,substantive,1,2015,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1965.0,1,0,1,0,0.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157700,hu,COMMITTEE,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157701,ru,COMMITTEE,4,0,0,1,substantive,1,2015,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,11.3,0.0,9.13547822428,27.9410629715
001-157702,hu,COMMITTEE,4,0,1,2,substantive,1,2015,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1945.0,1,0,1,0,0.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157703,hu,COMMITTEE,4,0,0,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1954.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157704,hu,COMMITTEE,4,0,0,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1942.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157705,az,CHAMBER,4,0,1,3,substantive,1,2015,10,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,0.0,0.0,0.1666666666666666,0.0,8.61277672409,24.6949951199
001-157706,ru,COMMITTEE,4,0,1,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,0.0,0.0,32.0,0.0,9.13547822428,27.9410629715
001-157707,hu,COMMITTEE,4,0,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,1,0,1.0,0.0,0.0,1.0,9.45594507302,25.5535306826
001-157708,ru,CHAMBER,4,0,1,2,substantive,1,2015,10,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,10.0,0.0,9.13547822428,27.9410629715
001-157709,ru,CHAMBER,3,0,1,4,substantive,3,2015,10,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1988.0,2,1,3,0,0.0,0.0,12.0,0.0,9.13547822428,27.9410629715
001-158235,ch,GRANDCHAMBER,1,1,1,1,substantive,1,2015,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1942.0,1,0,0,0,0.0,0.0,0.0,1.0,11.336277156,27.2659080803
001-158025,tr,CHAMBER,4,1,1,1,both,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,1.0,94.0,0.0,9.31160094489,27.486527053
001-158026,bg,CHAMBER,4,0,1,1,procedural,2,2015,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1944.5,1,0,0,0,1.0,0.0,168.0,0.0,8.8914640391,24.650491064
001-158027,tr,CHAMBER,3,1,1,1,procedural,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.0,1,0,0,0,1.0,0.0,0.0,1.0,9.31160094489,27.486527053
001-158035,rs,COMMITTEE,4,0,1,2,substantive,1,2015,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1944.0,1,0,1,0,0.0,0.0,0.0,1.0,8.66928258672,24.4440656385
001-158036,rs,COMMITTEE,4,0,1,2,substantive,3,2015,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,3,0,0.0,0.0,0.0,1.0,8.66928258672,24.4440656385
001-158037,rs,COMMITTEE,4,0,1,2,substantive,2,2015,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1961.5,1,0,2,0,0.0,0.0,0.0,1.0,8.66928258672,24.4440656385
001-158085,rs,COMMITTEE,4,0,1,2,substantive,2,2015,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,2,0,0.0,0.0,0.0,1.0,8.66928258672,24.4440656385
001-158191,am,CHAMBER,4,0,1,1,substantive,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,0.0,0.0,30.0,0.0,8.16433765931,23.0797079994
001-158243,bg,CHAMBER,4,0,1,1,substantive,1,2015,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,0.0,0.0,192.0,0.0,8.8914640391,24.650491064
001-158266,hr,GRANDCHAMBER,1,1,1,1,procedural,1,2015,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1986.0,1,0,1,0,1.0,0.0,0.0,0.0,9.41611670743,24.6550697711
001-158290,lt,GRANDCHAMBER,1,1,1,1,substantive,1,2015,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1930.0,1,0,1,0,0.0,0.0,0.0,1.0,9.56597105001,24.4499456406
001-157961,ru,CHAMBER,4,0,1,1,procedural,1,2015,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1967.0,1,0,1,0,1.0,0.0,16.5,0.0,9.13547822428,27.9410629715
