itemid,hudoc_url,judgementdate,chrono_date,split,test_view,test_challenging_view
001-195982,https://hudoc.echr.coe.int/eng?i=001-195982,24/09/2019 00:00:00,2019-09-24,validation,,False
001-195984,https://hudoc.echr.coe.int/eng?i=001-195984,24/09/2019 00:00:00,2019-09-24,validation,,False
001-195985,https://hudoc.echr.coe.int/eng?i=001-195985,24/09/2019 00:00:00,2019-09-24,validation,,False
001-195987,https://hudoc.echr.coe.int/eng?i=001-195987,24/09/2019 00:00:00,2019-09-24,validation,,False
001-195988,https://hudoc.echr.coe.int/eng?i=001-195988,24/09/2019 00:00:00,2019-09-24,validation,,False
001-195989,https://hudoc.echr.coe.int/eng?i=001-195989,24/09/2019 00:00:00,2019-09-24,validation,,False
001-195990,https://hudoc.echr.coe.int/eng?i=001-195990,26/09/2019 00:00:00,2019-09-26,validation,,False
001-195991,https://hudoc.echr.coe.int/eng?i=001-195991,26/09/2019 00:00:00,2019-09-26,validation,,False
001-195992,https://hudoc.echr.coe.int/eng?i=001-195992,26/09/2019 00:00:00,2019-09-26,validation,,False
001-196152,https://hudoc.echr.coe.int/eng?i=001-196152,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196153,https://hudoc.echr.coe.int/eng?i=001-196153,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196154,https://hudoc.echr.coe.int/eng?i=001-196154,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196155,https://hudoc.echr.coe.int/eng?i=001-196155,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196165,https://hudoc.echr.coe.int/eng?i=001-196165,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196174,https://hudoc.echr.coe.int/eng?i=001-196174,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196175,https://hudoc.echr.coe.int/eng?i=001-196175,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196295,https://hudoc.echr.coe.int/eng?i=001-196295,01/10/2019 00:00:00,2019-10-01,validation,,False
001-196145,https://hudoc.echr.coe.int/eng?i=001-196145,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196149,https://hudoc.echr.coe.int/eng?i=001-196149,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196151,https://hudoc.echr.coe.int/eng?i=001-196151,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196177,https://hudoc.echr.coe.int/eng?i=001-196177,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196178,https://hudoc.echr.coe.int/eng?i=001-196178,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196179,https://hudoc.echr.coe.int/eng?i=001-196179,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196180,https://hudoc.echr.coe.int/eng?i=001-196180,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196663,https://hudoc.echr.coe.int/eng?i=001-196663,03/10/2019 00:00:00,2019-10-03,validation,,False
001-196370,https://hudoc.echr.coe.int/eng?i=001-196370,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196371,https://hudoc.echr.coe.int/eng?i=001-196371,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196372,https://hudoc.echr.coe.int/eng?i=001-196372,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196373,https://hudoc.echr.coe.int/eng?i=001-196373,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196406,https://hudoc.echr.coe.int/eng?i=001-196406,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196409,https://hudoc.echr.coe.int/eng?i=001-196409,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196410,https://hudoc.echr.coe.int/eng?i=001-196410,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196411,https://hudoc.echr.coe.int/eng?i=001-196411,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196412,https://hudoc.echr.coe.int/eng?i=001-196412,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196414,https://hudoc.echr.coe.int/eng?i=001-196414,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196415,https://hudoc.echr.coe.int/eng?i=001-196415,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196416,https://hudoc.echr.coe.int/eng?i=001-196416,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196417,https://hudoc.echr.coe.int/eng?i=001-196417,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196418,https://hudoc.echr.coe.int/eng?i=001-196418,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196419,https://hudoc.echr.coe.int/eng?i=001-196419,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196420,https://hudoc.echr.coe.int/eng?i=001-196420,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196423,https://hudoc.echr.coe.int/eng?i=001-196423,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196480,https://hudoc.echr.coe.int/eng?i=001-196480,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196481,https://hudoc.echr.coe.int/eng?i=001-196481,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196482,https://hudoc.echr.coe.int/eng?i=001-196482,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196484,https://hudoc.echr.coe.int/eng?i=001-196484,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196485,https://hudoc.echr.coe.int/eng?i=001-196485,08/10/2019 00:00:00,2019-10-08,validation,,False
001-196374,https://hudoc.echr.coe.int/eng?i=001-196374,10/10/2019 00:00:00,2019-10-10,validation,,False
001-196375,https://hudoc.echr.coe.int/eng?i=001-196375,10/10/2019 00:00:00,2019-10-10,validation,,False
001-196376,https://hudoc.echr.coe.int/eng?i=001-196376,10/10/2019 00:00:00,2019-10-10,validation,,False
001-196377,https://hudoc.echr.coe.int/eng?i=001-196377,10/10/2019 00:00:00,2019-10-10,validation,,False
001-196379,https://hudoc.echr.coe.int/eng?i=001-196379,10/10/2019 00:00:00,2019-10-10,validation,,False
001-196380,https://hudoc.echr.coe.int/eng?i=001-196380,10/10/2019 00:00:00,2019-10-10,validation,,False
001-196592,https://hudoc.echr.coe.int/eng?i=001-196592,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196595,https://hudoc.echr.coe.int/eng?i=001-196595,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196611,https://hudoc.echr.coe.int/eng?i=001-196611,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196613,https://hudoc.echr.coe.int/eng?i=001-196613,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196674,https://hudoc.echr.coe.int/eng?i=001-196674,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196675,https://hudoc.echr.coe.int/eng?i=001-196675,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196676,https://hudoc.echr.coe.int/eng?i=001-196676,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196677,https://hudoc.echr.coe.int/eng?i=001-196677,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196678,https://hudoc.echr.coe.int/eng?i=001-196678,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196679,https://hudoc.echr.coe.int/eng?i=001-196679,15/10/2019 00:00:00,2019-10-15,validation,,False
001-196599,https://hudoc.echr.coe.int/eng?i=001-196599,17/10/2019 00:00:00,2019-10-17,validation,,False
001-196600,https://hudoc.echr.coe.int/eng?i=001-196600,17/10/2019 00:00:00,2019-10-17,validation,,False
001-196605,https://hudoc.echr.coe.int/eng?i=001-196605,17/10/2019 00:00:00,2019-10-17,validation,,False
001-196607,https://hudoc.echr.coe.int/eng?i=001-196607,17/10/2019 00:00:00,2019-10-17,validation,,False
001-196612,https://hudoc.echr.coe.int/eng?i=001-196612,17/10/2019 00:00:00,2019-10-17,validation,,False
001-196680,https://hudoc.echr.coe.int/eng?i=001-196680,17/10/2019 00:00:00,2019-10-17,validation,,False
001-196879,https://hudoc.echr.coe.int/eng?i=001-196879,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196880,https://hudoc.echr.coe.int/eng?i=001-196880,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196882,https://hudoc.echr.coe.int/eng?i=001-196882,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196883,https://hudoc.echr.coe.int/eng?i=001-196883,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196884,https://hudoc.echr.coe.int/eng?i=001-196884,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196887,https://hudoc.echr.coe.int/eng?i=001-196887,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196890,https://hudoc.echr.coe.int/eng?i=001-196890,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196891,https://hudoc.echr.coe.int/eng?i=001-196891,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196892,https://hudoc.echr.coe.int/eng?i=001-196892,22/10/2019 00:00:00,2019-10-22,validation,,False
001-196893,https://hudoc.echr.coe.int/eng?i=001-196893,24/10/2019 00:00:00,2019-10-24,validation,,False
001-196894,https://hudoc.echr.coe.int/eng?i=001-196894,24/10/2019 00:00:00,2019-10-24,validation,,False
001-196895,https://hudoc.echr.coe.int/eng?i=001-196895,24/10/2019 00:00:00,2019-10-24,validation,,False
001-196896,https://hudoc.echr.coe.int/eng?i=001-196896,24/10/2019 00:00:00,2019-10-24,validation,,False
001-196897,https://hudoc.echr.coe.int/eng?i=001-196897,24/10/2019 00:00:00,2019-10-24,validation,,False
001-197208,https://hudoc.echr.coe.int/eng?i=001-197208,29/10/2019 00:00:00,2019-10-29,validation,,False
001-197211,https://hudoc.echr.coe.int/eng?i=001-197211,29/10/2019 00:00:00,2019-10-29,validation,,False
001-197213,https://hudoc.echr.coe.int/eng?i=001-197213,29/10/2019 00:00:00,2019-10-29,validation,,False
001-197214,https://hudoc.echr.coe.int/eng?i=001-197214,29/10/2019 00:00:00,2019-10-29,validation,,False
001-197251,https://hudoc.echr.coe.int/eng?i=001-197251,31/10/2019 00:00:00,2019-10-31,validation,,False
001-197252,https://hudoc.echr.coe.int/eng?i=001-197252,31/10/2019 00:00:00,2019-10-31,validation,,False
001-197253,https://hudoc.echr.coe.int/eng?i=001-197253,31/10/2019 00:00:00,2019-10-31,validation,,False
001-197254,https://hudoc.echr.coe.int/eng?i=001-197254,31/10/2019 00:00:00,2019-10-31,validation,,False
001-197255,https://hudoc.echr.coe.int/eng?i=001-197255,31/10/2019 00:00:00,2019-10-31,validation,,False
001-197216,https://hudoc.echr.coe.int/eng?i=001-197216,05/11/2019 00:00:00,2019-11-05,validation,,False
001-197258,https://hudoc.echr.coe.int/eng?i=001-197258,07/11/2019 00:00:00,2019-11-07,validation,,False
001-197266,https://hudoc.echr.coe.int/eng?i=001-197266,07/11/2019 00:00:00,2019-11-07,validation,,False
001-197267,https://hudoc.echr.coe.int/eng?i=001-197267,07/11/2019 00:00:00,2019-11-07,validation,,False
001-197269,https://hudoc.echr.coe.int/eng?i=001-197269,07/11/2019 00:00:00,2019-11-07,validation,,False
001-197271,https://hudoc.echr.coe.int/eng?i=001-197271,07/11/2019 00:00:00,2019-11-07,validation,,False
001-198485,https://hudoc.echr.coe.int/eng?i=001-198485,07/11/2019 00:00:00,2019-11-07,validation,,False
001-198565,https://hudoc.echr.coe.int/eng?i=001-198565,07/11/2019 00:00:00,2019-11-07,validation,,False
001-198385,https://hudoc.echr.coe.int/eng?i=001-198385,12/11/2019 00:00:00,2019-11-12,validation,,False
001-198389,https://hudoc.echr.coe.int/eng?i=001-198389,12/11/2019 00:00:00,2019-11-12,validation,,False
001-198461,https://hudoc.echr.coe.int/eng?i=001-198461,14/11/2019 00:00:00,2019-11-14,validation,,False
001-198462,https://hudoc.echr.coe.int/eng?i=001-198462,14/11/2019 00:00:00,2019-11-14,validation,,False
001-198463,https://hudoc.echr.coe.int/eng?i=001-198463,14/11/2019 00:00:00,2019-11-14,validation,,False
001-198464,https://hudoc.echr.coe.int/eng?i=001-198464,14/11/2019 00:00:00,2019-11-14,validation,,False
001-198465,https://hudoc.echr.coe.int/eng?i=001-198465,14/11/2019 00:00:00,2019-11-14,validation,,False
001-198466,https://hudoc.echr.coe.int/eng?i=001-198466,14/11/2019 00:00:00,2019-11-14,validation,,False
001-198469,https://hudoc.echr.coe.int/eng?i=001-198469,14/11/2019 00:00:00,2019-11-14,validation,,False
001-198475,https://hudoc.echr.coe.int/eng?i=001-198475,19/11/2019 00:00:00,2019-11-19,validation,,False
001-198480,https://hudoc.echr.coe.int/eng?i=001-198480,19/11/2019 00:00:00,2019-11-19,validation,,False
001-198482,https://hudoc.echr.coe.int/eng?i=001-198482,19/11/2019 00:00:00,2019-11-19,validation,,False
001-198580,https://hudoc.echr.coe.int/eng?i=001-198580,19/11/2019 00:00:00,2019-11-19,validation,,False
001-198470,https://hudoc.echr.coe.int/eng?i=001-198470,21/11/2019 00:00:00,2019-11-21,validation,,False
001-198471,https://hudoc.echr.coe.int/eng?i=001-198471,21/11/2019 00:00:00,2019-11-21,validation,,False
001-198472,https://hudoc.echr.coe.int/eng?i=001-198472,21/11/2019 00:00:00,2019-11-21,validation,,False
001-198483,https://hudoc.echr.coe.int/eng?i=001-198483,21/11/2019 00:00:00,2019-11-21,validation,,False
001-198760,https://hudoc.echr.coe.int/eng?i=001-198760,21/11/2019 00:00:00,2019-11-21,validation,,False
001-198811,https://hudoc.echr.coe.int/eng?i=001-198811,21/11/2019 00:00:00,2019-11-21,validation,,False
001-198636,https://hudoc.echr.coe.int/eng?i=001-198636,26/11/2019 00:00:00,2019-11-26,validation,,False
001-198640,https://hudoc.echr.coe.int/eng?i=001-198640,26/11/2019 00:00:00,2019-11-26,validation,,False
001-198641,https://hudoc.echr.coe.int/eng?i=001-198641,26/11/2019 00:00:00,2019-11-26,validation,,False
001-198711,https://hudoc.echr.coe.int/eng?i=001-198711,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198712,https://hudoc.echr.coe.int/eng?i=001-198712,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198718,https://hudoc.echr.coe.int/eng?i=001-198718,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198719,https://hudoc.echr.coe.int/eng?i=001-198719,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198804,https://hudoc.echr.coe.int/eng?i=001-198804,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198806,https://hudoc.echr.coe.int/eng?i=001-198806,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198808,https://hudoc.echr.coe.int/eng?i=001-198808,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198814,https://hudoc.echr.coe.int/eng?i=001-198814,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198815,https://hudoc.echr.coe.int/eng?i=001-198815,03/12/2019 00:00:00,2019-12-03,validation,,False
001-199075,https://hudoc.echr.coe.int/eng?i=001-199075,03/12/2019 00:00:00,2019-12-03,validation,,False
001-199079,https://hudoc.echr.coe.int/eng?i=001-199079,03/12/2019 00:00:00,2019-12-03,validation,,False
001-198707,https://hudoc.echr.coe.int/eng?i=001-198707,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198708,https://hudoc.echr.coe.int/eng?i=001-198708,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198793,https://hudoc.echr.coe.int/eng?i=001-198793,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198816,https://hudoc.echr.coe.int/eng?i=001-198816,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198818,https://hudoc.echr.coe.int/eng?i=001-198818,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198819,https://hudoc.echr.coe.int/eng?i=001-198819,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198820,https://hudoc.echr.coe.int/eng?i=001-198820,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198821,https://hudoc.echr.coe.int/eng?i=001-198821,05/12/2019 00:00:00,2019-12-05,validation,,False
001-198881,https://hudoc.echr.coe.int/eng?i=001-198881,10/12/2019 00:00:00,2019-12-10,validation,,False
001-198882,https://hudoc.echr.coe.int/eng?i=001-198882,10/12/2019 00:00:00,2019-12-10,validation,,False
001-199515,https://hudoc.echr.coe.int/eng?i=001-199515,10/12/2019 00:00:00,2019-12-10,validation,,False
001-198883,https://hudoc.echr.coe.int/eng?i=001-198883,12/12/2019 00:00:00,2019-12-12,validation,,False
001-198884,https://hudoc.echr.coe.int/eng?i=001-198884,12/12/2019 00:00:00,2019-12-12,validation,,False
001-198886,https://hudoc.echr.coe.int/eng?i=001-198886,12/12/2019 00:00:00,2019-12-12,validation,,False
001-198887,https://hudoc.echr.coe.int/eng?i=001-198887,12/12/2019 00:00:00,2019-12-12,validation,,False
001-198888,https://hudoc.echr.coe.int/eng?i=001-198888,12/12/2019 00:00:00,2019-12-12,validation,,False
001-199167,https://hudoc.echr.coe.int/eng?i=001-199167,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199168,https://hudoc.echr.coe.int/eng?i=001-199168,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199170,https://hudoc.echr.coe.int/eng?i=001-199170,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199172,https://hudoc.echr.coe.int/eng?i=001-199172,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199173,https://hudoc.echr.coe.int/eng?i=001-199173,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199175,https://hudoc.echr.coe.int/eng?i=001-199175,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199176,https://hudoc.echr.coe.int/eng?i=001-199176,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199177,https://hudoc.echr.coe.int/eng?i=001-199177,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199180,https://hudoc.echr.coe.int/eng?i=001-199180,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199236,https://hudoc.echr.coe.int/eng?i=001-199236,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199239,https://hudoc.echr.coe.int/eng?i=001-199239,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199240,https://hudoc.echr.coe.int/eng?i=001-199240,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199241,https://hudoc.echr.coe.int/eng?i=001-199241,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199243,https://hudoc.echr.coe.int/eng?i=001-199243,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199381,https://hudoc.echr.coe.int/eng?i=001-199381,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199382,https://hudoc.echr.coe.int/eng?i=001-199382,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199636,https://hudoc.echr.coe.int/eng?i=001-199636,17/12/2019 00:00:00,2019-12-17,validation,,False
001-199268,https://hudoc.echr.coe.int/eng?i=001-199268,19/12/2019 00:00:00,2019-12-19,validation,,False
001-199269,https://hudoc.echr.coe.int/eng?i=001-199269,19/12/2019 00:00:00,2019-12-19,validation,,False
001-199958,https://hudoc.echr.coe.int/eng?i=001-199958,19/12/2019 00:00:00,2019-12-19,validation,,False
001-200036,https://hudoc.echr.coe.int/eng?i=001-200036,07/01/2020 00:00:00,2020-01-07,validation,,False
001-200044,https://hudoc.echr.coe.int/eng?i=001-200044,07/01/2020 00:00:00,2020-01-07,validation,,False
001-200045,https://hudoc.echr.coe.int/eng?i=001-200045,07/01/2020 00:00:00,2020-01-07,validation,,False
001-200209,https://hudoc.echr.coe.int/eng?i=001-200209,09/01/2020 00:00:00,2020-01-09,validation,,False
001-200210,https://hudoc.echr.coe.int/eng?i=001-200210,09/01/2020 00:00:00,2020-01-09,validation,,False
001-200211,https://hudoc.echr.coe.int/eng?i=001-200211,09/01/2020 00:00:00,2020-01-09,validation,,False
001-200212,https://hudoc.echr.coe.int/eng?i=001-200212,09/01/2020 00:00:00,2020-01-09,validation,,False
001-200213,https://hudoc.echr.coe.int/eng?i=001-200213,09/01/2020 00:00:00,2020-01-09,validation,,False
001-200214,https://hudoc.echr.coe.int/eng?i=001-200214,09/01/2020 00:00:00,2020-01-09,validation,,False
001-200311,https://hudoc.echr.coe.int/eng?i=001-200311,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200330,https://hudoc.echr.coe.int/eng?i=001-200330,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200331,https://hudoc.echr.coe.int/eng?i=001-200331,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200332,https://hudoc.echr.coe.int/eng?i=001-200332,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200333,https://hudoc.echr.coe.int/eng?i=001-200333,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200336,https://hudoc.echr.coe.int/eng?i=001-200336,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200337,https://hudoc.echr.coe.int/eng?i=001-200337,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200339,https://hudoc.echr.coe.int/eng?i=001-200339,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200340,https://hudoc.echr.coe.int/eng?i=001-200340,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200343,https://hudoc.echr.coe.int/eng?i=001-200343,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200344,https://hudoc.echr.coe.int/eng?i=001-200344,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200345,https://hudoc.echr.coe.int/eng?i=001-200345,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200346,https://hudoc.echr.coe.int/eng?i=001-200346,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200351,https://hudoc.echr.coe.int/eng?i=001-200351,14/01/2020 00:00:00,2020-01-14,validation,,False
001-200312,https://hudoc.echr.coe.int/eng?i=001-200312,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200313,https://hudoc.echr.coe.int/eng?i=001-200313,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200314,https://hudoc.echr.coe.int/eng?i=001-200314,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200316,https://hudoc.echr.coe.int/eng?i=001-200316,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200318,https://hudoc.echr.coe.int/eng?i=001-200318,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200320,https://hudoc.echr.coe.int/eng?i=001-200320,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200321,https://hudoc.echr.coe.int/eng?i=001-200321,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200322,https://hudoc.echr.coe.int/eng?i=001-200322,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200323,https://hudoc.echr.coe.int/eng?i=001-200323,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200324,https://hudoc.echr.coe.int/eng?i=001-200324,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200327,https://hudoc.echr.coe.int/eng?i=001-200327,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200328,https://hudoc.echr.coe.int/eng?i=001-200328,16/01/2020 00:00:00,2020-01-16,validation,,False
001-200657,https://hudoc.echr.coe.int/eng?i=001-200657,20/01/2020 00:00:00,2020-01-20,validation,,False
001-200450,https://hudoc.echr.coe.int/eng?i=001-200450,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200451,https://hudoc.echr.coe.int/eng?i=001-200451,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200452,https://hudoc.echr.coe.int/eng?i=001-200452,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200469,https://hudoc.echr.coe.int/eng?i=001-200469,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200470,https://hudoc.echr.coe.int/eng?i=001-200470,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200472,https://hudoc.echr.coe.int/eng?i=001-200472,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200473,https://hudoc.echr.coe.int/eng?i=001-200473,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200558,https://hudoc.echr.coe.int/eng?i=001-200558,21/01/2020 00:00:00,2020-01-21,validation,,False
001-200429,https://hudoc.echr.coe.int/eng?i=001-200429,23/01/2020 00:00:00,2020-01-23,validation,,False
001-200430,https://hudoc.echr.coe.int/eng?i=001-200430,23/01/2020 00:00:00,2020-01-23,validation,,False
001-200431,https://hudoc.echr.coe.int/eng?i=001-200431,23/01/2020 00:00:00,2020-01-23,validation,,False
001-200432,https://hudoc.echr.coe.int/eng?i=001-200432,23/01/2020 00:00:00,2020-01-23,validation,,False
001-200433,https://hudoc.echr.coe.int/eng?i=001-200433,23/01/2020 00:00:00,2020-01-23,validation,,False
001-200545,https://hudoc.echr.coe.int/eng?i=001-200545,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200546,https://hudoc.echr.coe.int/eng?i=001-200546,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200547,https://hudoc.echr.coe.int/eng?i=001-200547,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200548,https://hudoc.echr.coe.int/eng?i=001-200548,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200550,https://hudoc.echr.coe.int/eng?i=001-200550,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200551,https://hudoc.echr.coe.int/eng?i=001-200551,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200552,https://hudoc.echr.coe.int/eng?i=001-200552,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200553,https://hudoc.echr.coe.int/eng?i=001-200553,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200554,https://hudoc.echr.coe.int/eng?i=001-200554,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200555,https://hudoc.echr.coe.int/eng?i=001-200555,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200556,https://hudoc.echr.coe.int/eng?i=001-200556,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200557,https://hudoc.echr.coe.int/eng?i=001-200557,28/01/2020 00:00:00,2020-01-28,validation,,False
001-200434,https://hudoc.echr.coe.int/eng?i=001-200434,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200436,https://hudoc.echr.coe.int/eng?i=001-200436,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200437,https://hudoc.echr.coe.int/eng?i=001-200437,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200438,https://hudoc.echr.coe.int/eng?i=001-200438,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200439,https://hudoc.echr.coe.int/eng?i=001-200439,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200440,https://hudoc.echr.coe.int/eng?i=001-200440,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200441,https://hudoc.echr.coe.int/eng?i=001-200441,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200443,https://hudoc.echr.coe.int/eng?i=001-200443,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200444,https://hudoc.echr.coe.int/eng?i=001-200444,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200448,https://hudoc.echr.coe.int/eng?i=001-200448,30/01/2020 00:00:00,2020-01-30,validation,,False
001-200719,https://hudoc.echr.coe.int/eng?i=001-200719,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200720,https://hudoc.echr.coe.int/eng?i=001-200720,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200721,https://hudoc.echr.coe.int/eng?i=001-200721,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200722,https://hudoc.echr.coe.int/eng?i=001-200722,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200725,https://hudoc.echr.coe.int/eng?i=001-200725,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200726,https://hudoc.echr.coe.int/eng?i=001-200726,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200730,https://hudoc.echr.coe.int/eng?i=001-200730,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200731,https://hudoc.echr.coe.int/eng?i=001-200731,04/02/2020 00:00:00,2020-02-04,validation,,False
001-200735,https://hudoc.echr.coe.int/eng?i=001-200735,04/02/2020 00:00:00,2020-02-04,validation,,False
