itemid,hudoc_url,split,test_view,test_challenging_view,respondent_state,country_alpha2,judgment_year,gdp_per_capita_current_usd,gdp_constant_2015_usd,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-219125,https://hudoc.echr.coe.int/eng?i=001-219125,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219126,https://hudoc.echr.coe.int/eng?i=001-219126,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219128,https://hudoc.echr.coe.int/eng?i=001-219128,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219194,https://hudoc.echr.coe.int/eng?i=001-219194,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219195,https://hudoc.echr.coe.int/eng?i=001-219195,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219196,https://hudoc.echr.coe.int/eng?i=001-219196,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219197,https://hudoc.echr.coe.int/eng?i=001-219197,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219198,https://hudoc.echr.coe.int/eng?i=001-219198,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219199,https://hudoc.echr.coe.int/eng?i=001-219199,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219200,https://hudoc.echr.coe.int/eng?i=001-219200,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-215935,https://hudoc.echr.coe.int/eng?i=001-215935,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-215936,https://hudoc.echr.coe.int/eng?i=001-215936,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219203,https://hudoc.echr.coe.int/eng?i=001-219203,test,OOD,False,Croatia,hr,2022,18465.541442,64073470837.0,9.82371580293,24.8832962437
001-219208,https://hudoc.echr.coe.int/eng?i=001-219208,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219209,https://hudoc.echr.coe.int/eng?i=001-219209,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219210,https://hudoc.echr.coe.int/eng?i=001-219210,test,OOD,False,Serbia,rs,2022,10024.8191113,52402255080.3,9.2129189557,24.6822154632
001-219261,https://hudoc.echr.coe.int/eng?i=001-219261,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219262,https://hudoc.echr.coe.int/eng?i=001-219262,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219263,https://hudoc.echr.coe.int/eng?i=001-219263,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219264,https://hudoc.echr.coe.int/eng?i=001-219264,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219266,https://hudoc.echr.coe.int/eng?i=001-219266,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219285,https://hudoc.echr.coe.int/eng?i=001-219285,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219286,https://hudoc.echr.coe.int/eng?i=001-219286,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219287,https://hudoc.echr.coe.int/eng?i=001-219287,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219307,https://hudoc.echr.coe.int/eng?i=001-219307,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219308,https://hudoc.echr.coe.int/eng?i=001-219308,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219309,https://hudoc.echr.coe.int/eng?i=001-219309,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219466,https://hudoc.echr.coe.int/eng?i=001-219466,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219475,https://hudoc.echr.coe.int/eng?i=001-219475,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219476,https://hudoc.echr.coe.int/eng?i=001-219476,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-215934,https://hudoc.echr.coe.int/eng?i=001-215934,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219212,https://hudoc.echr.coe.int/eng?i=001-219212,test,OOD,False,Malta,mt,2022,35638.8869457,16693210193.3,10.4812207095,23.5382678985
001-219213,https://hudoc.echr.coe.int/eng?i=001-219213,test,OOD,False,Malta,mt,2022,35638.8869457,16693210193.3,10.4812207095,23.5382678985
001-219214,https://hudoc.echr.coe.int/eng?i=001-219214,test,ID,False,Hungary,hu,2022,18428.0288256,158366514062.0,9.82168235398,25.7881778929
001-219215,https://hudoc.echr.coe.int/eng?i=001-219215,test,OOD,False,Croatia,hr,2022,18465.541442,64073470837.0,9.82371580293,24.8832962437
001-219216,https://hudoc.echr.coe.int/eng?i=001-219216,test,OOD,False,Croatia,hr,2022,18465.541442,64073470837.0,9.82371580293,24.8832962437
001-219217,https://hudoc.echr.coe.int/eng?i=001-219217,test,OOD,False,Greece,gr,2022,20886.5243088,214502162963.0,9.9469073367,26.091585659
001-219218,https://hudoc.echr.coe.int/eng?i=001-219218,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219219,https://hudoc.echr.coe.int/eng?i=001-219219,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219220,https://hudoc.echr.coe.int/eng?i=001-219220,test,OOD,False,Georgia,ge,2022,6729.8465993,21296041913.2,8.81445620957,23.7817870668
001-219255,https://hudoc.echr.coe.int/eng?i=001-219255,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219256,https://hudoc.echr.coe.int/eng?i=001-219256,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219257,https://hudoc.echr.coe.int/eng?i=001-219257,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219258,https://hudoc.echr.coe.int/eng?i=001-219258,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219259,https://hudoc.echr.coe.int/eng?i=001-219259,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219288,https://hudoc.echr.coe.int/eng?i=001-219288,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219289,https://hudoc.echr.coe.int/eng?i=001-219289,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219291,https://hudoc.echr.coe.int/eng?i=001-219291,test,OOD,False,Malta,mt,2022,35638.8869457,16693210193.3,10.4812207095,23.5382678985
001-219292,https://hudoc.echr.coe.int/eng?i=001-219292,test,OOD,True,Serbia,rs,2022,10024.8191113,52402255080.3,9.2129189557,24.6822154632
001-219294,https://hudoc.echr.coe.int/eng?i=001-219294,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219295,https://hudoc.echr.coe.int/eng?i=001-219295,test,ID,False,Serbia,rs,2022,10024.8191113,52402255080.3,9.2129189557,24.6822154632
001-219296,https://hudoc.echr.coe.int/eng?i=001-219296,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219297,https://hudoc.echr.coe.int/eng?i=001-219297,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219299,https://hudoc.echr.coe.int/eng?i=001-219299,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219300,https://hudoc.echr.coe.int/eng?i=001-219300,test,ID,False,Hungary,hu,2022,18428.0288256,158366514062.0,9.82168235398,25.7881778929
001-219499,https://hudoc.echr.coe.int/eng?i=001-219499,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219500,https://hudoc.echr.coe.int/eng?i=001-219500,test,OOD,False,Croatia,hr,2022,18465.541442,64073470837.0,9.82371580293,24.8832962437
001-219501,https://hudoc.echr.coe.int/eng?i=001-219501,test,OOD,False,Hungary,hu,2022,18428.0288256,158366514062.0,9.82168235398,25.7881778929
001-219502,https://hudoc.echr.coe.int/eng?i=001-219502,test,OOD,False,Croatia,hr,2022,18465.541442,64073470837.0,9.82371580293,24.8832962437
001-219503,https://hudoc.echr.coe.int/eng?i=001-219503,test,OOD,False,Croatia,hr,2022,18465.541442,64073470837.0,9.82371580293,24.8832962437
001-219504,https://hudoc.echr.coe.int/eng?i=001-219504,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219505,https://hudoc.echr.coe.int/eng?i=001-219505,test,OOD,True,Malta,mt,2022,35638.8869457,16693210193.3,10.4812207095,23.5382678985
001-219506,https://hudoc.echr.coe.int/eng?i=001-219506,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219730,https://hudoc.echr.coe.int/eng?i=001-219730,test,OOD,False,Albania,al,2022,7756.96188744,14385344334.6,8.95647493531,23.3894757708
001-219731,https://hudoc.echr.coe.int/eng?i=001-219731,test,OOD,False,Italy,it,2022,35653.9042103,2000084512920.0,10.4816419819,28.3242105521
001-219733,https://hudoc.echr.coe.int/eng?i=001-219733,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219734,https://hudoc.echr.coe.int/eng?i=001-219734,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219458,https://hudoc.echr.coe.int/eng?i=001-219458,test,ID,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219459,https://hudoc.echr.coe.int/eng?i=001-219459,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219460,https://hudoc.echr.coe.int/eng?i=001-219460,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219462,https://hudoc.echr.coe.int/eng?i=001-219462,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219464,https://hudoc.echr.coe.int/eng?i=001-219464,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219555,https://hudoc.echr.coe.int/eng?i=001-219555,test,ID,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219557,https://hudoc.echr.coe.int/eng?i=001-219557,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219560,https://hudoc.echr.coe.int/eng?i=001-219560,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219562,https://hudoc.echr.coe.int/eng?i=001-219562,test,OOD,False,Bosnia and Herzegovina,ba,2022,7655.59421024,20277301651.4,8.94332254379,23.7327679522
001-219773,https://hudoc.echr.coe.int/eng?i=001-219773,test,ID,False,Albania,al,2022,7756.96188744,14385344334.6,8.95647493531,23.3894757708
001-219776,https://hudoc.echr.coe.int/eng?i=001-219776,test,OOD,True,Bulgaria,bg,2022,13999.1949531,62051147380.9,9.54682653372,24.8512248397
001-219777,https://hudoc.echr.coe.int/eng?i=001-219777,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219778,https://hudoc.echr.coe.int/eng?i=001-219778,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219988,https://hudoc.echr.coe.int/eng?i=001-219988,test,ID,False,Belgium,be,2022,50605.7496677,519614510458.0,10.831840239,26.9763530476
001-219481,https://hudoc.echr.coe.int/eng?i=001-219481,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219483,https://hudoc.echr.coe.int/eng?i=001-219483,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219484,https://hudoc.echr.coe.int/eng?i=001-219484,test,OOD,False,Azerbaijan,az,2022,7770.59422335,56789627303.8,8.95823059907,24.7626195281
001-219485,https://hudoc.echr.coe.int/eng?i=001-219485,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219488,https://hudoc.echr.coe.int/eng?i=001-219488,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219490,https://hudoc.echr.coe.int/eng?i=001-219490,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219492,https://hudoc.echr.coe.int/eng?i=001-219492,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219493,https://hudoc.echr.coe.int/eng?i=001-219493,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219494,https://hudoc.echr.coe.int/eng?i=001-219494,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219495,https://hudoc.echr.coe.int/eng?i=001-219495,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219496,https://hudoc.echr.coe.int/eng?i=001-219496,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219497,https://hudoc.echr.coe.int/eng?i=001-219497,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219563,https://hudoc.echr.coe.int/eng?i=001-219563,test,ID,False,Poland,pl,2022,18891.2121169,637150470885.0,9.84650505882,27.1802716827
001-219564,https://hudoc.echr.coe.int/eng?i=001-219564,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219570,https://hudoc.echr.coe.int/eng?i=001-219570,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219572,https://hudoc.echr.coe.int/eng?i=001-219572,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219573,https://hudoc.echr.coe.int/eng?i=001-219573,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219779,https://hudoc.echr.coe.int/eng?i=001-219779,test,OOD,False,Czechia,cz,2022,28282.2236716,220137498831.0,10.2500241047,26.1175181828
001-219780,https://hudoc.echr.coe.int/eng?i=001-219780,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219781,https://hudoc.echr.coe.int/eng?i=001-219781,test,OOD,True,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219783,https://hudoc.echr.coe.int/eng?i=001-219783,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219784,https://hudoc.echr.coe.int/eng?i=001-219784,test,OOD,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219785,https://hudoc.echr.coe.int/eng?i=001-219785,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219786,https://hudoc.echr.coe.int/eng?i=001-219786,test,ID,False,Poland,pl,2022,18891.2121169,637150470885.0,9.84650505882,27.1802716827
001-219640,https://hudoc.echr.coe.int/eng?i=001-219640,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219642,https://hudoc.echr.coe.int/eng?i=001-219642,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219644,https://hudoc.echr.coe.int/eng?i=001-219644,test,OOD,False,Armenia,am,2022,6571.97445545,14225451503.0,8.79072174197,23.3782985566
001-219648,https://hudoc.echr.coe.int/eng?i=001-219648,test,ID,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219650,https://hudoc.echr.coe.int/eng?i=001-219650,test,ID,False,Spain,es,2022,30319.4987197,1347716659730.0,10.3195792882,27.9294329132
001-219651,https://hudoc.echr.coe.int/eng?i=001-219651,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-220073,https://hudoc.echr.coe.int/eng?i=001-220073,test,ID,True,Switzerland,ch,2022,94394.5106804,795248228755.0,11.4552487947,27.4019201403
001-219653,https://hudoc.echr.coe.int/eng?i=001-219653,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219654,https://hudoc.echr.coe.int/eng?i=001-219654,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219655,https://hudoc.echr.coe.int/eng?i=001-219655,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219656,https://hudoc.echr.coe.int/eng?i=001-219656,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219657,https://hudoc.echr.coe.int/eng?i=001-219657,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219659,https://hudoc.echr.coe.int/eng?i=001-219659,test,ID,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219660,https://hudoc.echr.coe.int/eng?i=001-219660,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219661,https://hudoc.echr.coe.int/eng?i=001-219661,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219662,https://hudoc.echr.coe.int/eng?i=001-219662,test,ID,False,Ukraine,ua,2022,4199.67089844,72309415409.7,8.34299952924,25.0042201846
001-219663,https://hudoc.echr.coe.int/eng?i=001-219663,test,OOD,False,Hungary,hu,2022,18428.0288256,158366514062.0,9.82168235398,25.7881778929
001-219664,https://hudoc.echr.coe.int/eng?i=001-219664,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219665,https://hudoc.echr.coe.int/eng?i=001-219665,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219666,https://hudoc.echr.coe.int/eng?i=001-219666,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219667,https://hudoc.echr.coe.int/eng?i=001-219667,test,ID,False,Poland,pl,2022,18891.2121169,637150470885.0,9.84650505882,27.1802716827
001-219668,https://hudoc.echr.coe.int/eng?i=001-219668,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219669,https://hudoc.echr.coe.int/eng?i=001-219669,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219672,https://hudoc.echr.coe.int/eng?i=001-219672,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219673,https://hudoc.echr.coe.int/eng?i=001-219673,test,ID,False,Poland,pl,2022,18891.2121169,637150470885.0,9.84650505882,27.1802716827
001-219674,https://hudoc.echr.coe.int/eng?i=001-219674,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219675,https://hudoc.echr.coe.int/eng?i=001-219675,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219676,https://hudoc.echr.coe.int/eng?i=001-219676,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219677,https://hudoc.echr.coe.int/eng?i=001-219677,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219678,https://hudoc.echr.coe.int/eng?i=001-219678,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219679,https://hudoc.echr.coe.int/eng?i=001-219679,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219681,https://hudoc.echr.coe.int/eng?i=001-219681,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219682,https://hudoc.echr.coe.int/eng?i=001-219682,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219683,https://hudoc.echr.coe.int/eng?i=001-219683,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219684,https://hudoc.echr.coe.int/eng?i=001-219684,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219685,https://hudoc.echr.coe.int/eng?i=001-219685,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219686,https://hudoc.echr.coe.int/eng?i=001-219686,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219688,https://hudoc.echr.coe.int/eng?i=001-219688,test,ID,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219689,https://hudoc.echr.coe.int/eng?i=001-219689,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219691,https://hudoc.echr.coe.int/eng?i=001-219691,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219692,https://hudoc.echr.coe.int/eng?i=001-219692,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219693,https://hudoc.echr.coe.int/eng?i=001-219693,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219694,https://hudoc.echr.coe.int/eng?i=001-219694,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219696,https://hudoc.echr.coe.int/eng?i=001-219696,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219697,https://hudoc.echr.coe.int/eng?i=001-219697,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219698,https://hudoc.echr.coe.int/eng?i=001-219698,test,ID,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219699,https://hudoc.echr.coe.int/eng?i=001-219699,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219700,https://hudoc.echr.coe.int/eng?i=001-219700,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219701,https://hudoc.echr.coe.int/eng?i=001-219701,test,ID,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219703,https://hudoc.echr.coe.int/eng?i=001-219703,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219705,https://hudoc.echr.coe.int/eng?i=001-219705,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219706,https://hudoc.echr.coe.int/eng?i=001-219706,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219708,https://hudoc.echr.coe.int/eng?i=001-219708,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219709,https://hudoc.echr.coe.int/eng?i=001-219709,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219710,https://hudoc.echr.coe.int/eng?i=001-219710,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219711,https://hudoc.echr.coe.int/eng?i=001-219711,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219712,https://hudoc.echr.coe.int/eng?i=001-219712,test,ID,False,Poland,pl,2022,18891.2121169,637150470885.0,9.84650505882,27.1802716827
001-219713,https://hudoc.echr.coe.int/eng?i=001-219713,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219714,https://hudoc.echr.coe.int/eng?i=001-219714,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219715,https://hudoc.echr.coe.int/eng?i=001-219715,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219716,https://hudoc.echr.coe.int/eng?i=001-219716,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219719,https://hudoc.echr.coe.int/eng?i=001-219719,test,OOD,True,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219721,https://hudoc.echr.coe.int/eng?i=001-219721,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219722,https://hudoc.echr.coe.int/eng?i=001-219722,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219723,https://hudoc.echr.coe.int/eng?i=001-219723,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219724,https://hudoc.echr.coe.int/eng?i=001-219724,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219725,https://hudoc.echr.coe.int/eng?i=001-219725,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219727,https://hudoc.echr.coe.int/eng?i=001-219727,test,OOD,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219728,https://hudoc.echr.coe.int/eng?i=001-219728,test,ID,False,Russian Federation,ru,2022,15619.6142578,1484605556960.0,9.6563467477,28.0261702347
001-219750,https://hudoc.echr.coe.int/eng?i=001-219750,test,OOD,False,Romania,ro,2022,15503.5518046,230035489109.0,9.64888892461,26.1614994344
001-219751,https://hudoc.echr.coe.int/eng?i=001-219751,test,OOD,True,Hungary,hu,2022,18428.0288256,158366514062.0,9.82168235398,25.7881778929
001-220275,https://hudoc.echr.coe.int/eng?i=001-220275,test,ID,False,France,fr,2022,40988.6396407,2650215998260.0,10.6210746221,28.6056622614
