itemid,y_amount_eur,y_binary
001-155811,3600.0,1
001-155812,7200.0,1
001-155815,9200.0,1
001-155819,3000.0,1
001-156243,22750.0,1
001-155821,6000.0,1
001-155824,0.0,0
001-155826,16500.0,1
001-155827,0.0,0
001-156062,6000.0,1
001-156063,6000.0,1
001-156064,4000.0,1
001-156066,12150.0,1
001-156068,3000.0,1
001-156070,5000.0,1
001-156073,16000.0,1
001-156074,11700.0,1
001-156076,19500.0,1
001-156078,26000.0,1
001-156080,1000.0,1
001-156084,0.0,0
001-156085,5800.0,1
001-156388,15000.0,1
001-156253,0.0,0
001-156259,0.0,0
001-156261,7800.0,1
001-156262,0.0,0
001-156263,4000.0,1
001-156264,8000.0,1
001-156265,10000.0,1
001-156267,2500.0,1
001-156268,6500.0,1
001-156269,4500.0,1
001-156270,0.0,0
001-156271,19500.0,1
001-156272,0.0,0
001-156273,8000.0,1
001-156275,0.0,0
001-156246,26000.0,1
001-156247,8000.0,1
001-156248,15000.0,1
001-156249,6500.0,1
001-156251,15000.0,1
001-156252,9600.0,1
001-156499,2000.0,1
001-156503,6000.0,1
001-156504,0.0,0
001-157277,30000.0,1
001-156518,6000.0,1
001-156520,6000.0,1
001-156522,22000.0,1
001-157339,0.0,0
001-157342,0.0,0
001-157344,5200.0,1
001-157346,2500.0,1
001-157349,12000.0,1
001-157399,0.0,0
001-157278,5000.0,1
001-157279,3000.0,1
001-157281,4000.0,1
001-157283,7000.0,1
001-157368,3000.0,1
001-157372,60000.0,1
001-157373,5000.0,1
001-157374,15000.0,1
001-157392,7500.0,1
001-157670,10000.0,1
001-157394,900.0,1
001-157395,3200.0,1
001-157396,3600.0,1
001-157397,3200.0,1
001-157509,12500.0,1
001-157510,11000.0,1
001-157515,0.0,0
001-157517,20000.0,1
001-157518,2400.0,1
001-157520,0.0,0
001-157521,20000.0,1
001-157523,17000.0,1
001-157528,4200.0,1
001-157531,7500.0,1
001-157532,7500.0,1
001-157533,30000.0,1
001-157535,30000.0,1
001-157536,0.0,0
001-157537,2000.0,1
001-157538,5000.0,1
001-157539,2500.0,1
001-157540,15000.0,1
001-157755,15000.0,1
001-157761,7500.0,1
001-157763,1000.0,1
001-157764,1000.0,1
001-157765,15000.0,1
001-157766,32000.0,1
001-158077,7500.0,1
001-158090,4000.0,1
001-158149,0.0,0
001-157695,17500.0,1
001-157696,5000.0,1
001-157697,300000.0,1
001-157698,5000.0,1
001-157699,1350.0,1
001-157700,7200.0,1
001-157701,1000.0,1
001-157702,2700.0,1
001-157703,1350.0,1
001-157704,5400.0,1
001-157705,15600.0,1
001-157706,10000.0,1
001-157707,1350.0,1
001-157708,0.0,0
001-157709,27000.0,1
001-158235,0.0,0
001-158025,45000.0,1
001-158026,16000.0,1
001-158027,0.0,0
001-158035,2000.0,1
001-158036,6000.0,1
001-158037,4000.0,1
001-158085,4000.0,1
001-158191,3600.0,1
001-158243,8000.0,1
001-158266,0.0,0
001-158290,0.0,0
001-157961,5000.0,1
001-157962,10000.0,1
001-157963,5800.0,1
001-157964,15000.0,1
001-157965,12500.0,1
001-157967,10000.0,1
001-157968,10000.0,1
001-157969,7500.0,1
001-157970,7000.0,1
001-157971,0.0,0
001-158177,8440.0,1
001-158178,9060.0,1
001-158179,72600.0,1
001-158180,6800.0,1
001-158156,1500.0,1
001-158157,8000.0,1
001-158159,1500.0,1
001-158136,4000.0,1
001-158137,7000.0,1
001-158138,5000.0,1
001-158139,7000.0,1
001-158141,6000.0,1
001-158142,12000.0,1
001-158143,1000.0,1
001-158148,5000.0,1
001-158350,0.0,0
001-158352,14000.0,1
001-158468,5000.0,1
001-158469,10000.0,1
001-158470,81250.0,1
001-158472,4000.0,1
001-158353,6000.0,1
001-158500,9800.0,1
001-158501,50000.0,1
001-158504,2200.0,1
001-158505,20000.0,1
001-158506,20000.0,1
001-158535,0.0,0
001-158536,0.0,0
001-158475,6000.0,1
001-158477,19500.0,1
001-158481,3000.0,1
001-158861,0.0,0
001-158482,60000.0,1
001-158483,6000.0,1
001-158484,5000.0,1
001-158487,25000.0,1
001-158488,6000.0,1
001-158489,4000.0,1
001-158490,9000.0,1
001-158491,8250.0,1
001-158492,7500.0,1
001-158493,5000.0,1
001-158494,20000.0,1
001-158738,8000.0,1
001-158739,1500.0,1
001-158740,0.0,0
001-158803,150000.0,1
001-158806,12000.0,1
001-158708,1500.0,1
001-158820,19200.0,1
001-158821,5000.0,1
001-158882,6500.0,1
001-158885,3000.0,1
001-158887,4950.0,1
001-158877,4000.0,1
001-158880,0.0,0
001-158881,8000.0,1
001-158950,4000.0,1
001-158952,2600.0,1
001-158953,0.0,0
001-159188,0.0,0
001-158959,7000.0,1
001-158960,3000.0,1
001-158961,75000.0,1
001-158963,12000.0,1
001-159324,0.0,0
001-159047,120000.0,1
001-159048,120000.0,1
001-159049,31000.0,1
001-159052,0.0,0
001-159053,975.0,1
001-159256,3000.0,1
001-159054,2400.0,1
001-159057,153300.0,1
001-159058,166400.0,1
001-159059,249900.0,1
001-159060,11700.0,1
001-159061,161900.0,1
001-159194,3000.0,1
001-159198,0.0,0
001-159199,20000.0,1
001-159201,20000.0,1
001-159202,6300.0,1
001-159204,10000.0,1
001-159205,1800.0,1
001-159207,0.0,0
001-159209,7500.0,1
001-159566,0.0,0
001-166676,39000.0,1
001-159211,4000.0,1
001-159212,1000.0,1
001-159373,45000.0,1
001-159374,10000.0,1
001-159375,50000.0,1
001-159756,5000.0,1
001-159759,15000.0,1
001-159760,26000.0,1
001-159762,25000.0,1
001-159764,2000.0,1
001-159758,137000.0,1
001-159767,0.0,0
001-159768,3000.0,1
001-159769,4000.0,1
001-159770,8000.0,1
001-159773,8000.0,1
001-159774,153500.0,1
001-159776,131600.0,1
001-159777,118900.0,1
001-159778,4000.0,1
001-159780,142600.0,1
001-159803,0.0,0
001-159878,7500.0,1
001-159880,8200.0,1
001-159885,2000.0,1
001-159909,1500.0,1
001-159913,3000.0,1
001-159914,11700.0,1
001-159915,3000.0,1
001-159916,5000.0,1
001-159917,8000.0,1
001-159921,7000.0,1
001-159922,18590.0,1
001-159924,2500.0,1
001-159925,4000.0,1
001-159926,6000.0,1
001-159957,0.0,0
001-160009,15000.0,1
001-160020,0.0,0
001-159791,10000.0,1
001-159794,6000.0,1
001-159796,0.0,0
001-159797,12000.0,1
001-160086,0.0,0
001-160087,4500.0,1
001-160215,0.0,0
001-160270,0.0,0
001-160088,0.0,0
001-160089,3000.0,1
001-160090,3600.0,1
001-160091,3600.0,1
001-160139,10000.0,1
001-160219,4500.0,1
001-160093,8100.0,1
001-160209,0.0,0
001-160221,26000.0,1
001-160223,20000.0,1
001-160094,6000.0,1
001-160095,3500.0,1
001-160258,5200.0,1
001-160259,2000.0,1
001-160264,2000.0,1
001-160307,11000.0,1
001-160312,5000.0,1
001-160313,10000.0,1
001-160314,0.0,0
001-160692,0.0,0
001-160318,13000.0,1
001-160405,1500.0,1
001-160406,4500.0,1
001-160416,33000.0,1
001-160417,19500.0,1
001-160420,60000.0,1
001-160422,280000.0,1
001-160427,1500.0,1
001-160428,20000.0,1
001-160429,36000.0,1
001-160430,36000.0,1
001-160431,8000.0,1
001-160620,14500.0,1
001-160621,60000.0,1
001-160622,9000.0,1
001-160628,3500.0,1
001-160613,0.0,0
001-160616,1000.0,1
001-160619,6000.0,1
001-160851,6500.0,1
001-160852,0.0,0
001-160863,255000.0,1
001-161047,26000.0,1
001-161048,5000.0,1
001-161060,16000.0,1
001-161061,10000.0,1
001-160823,12000.0,1
001-160824,3600.0,1
001-160993,3000.0,1
001-160994,7000.0,1
001-160995,2500.0,1
001-160997,4500.0,1
001-160998,12000.0,1
001-160999,5000.0,1
001-161000,0.0,0
001-161001,1000.0,1
001-161002,9000.0,1
001-161004,20000.0,1
001-160991,0.0,0
001-160992,60800.0,1
001-161327,3741.0,1
001-161368,2000.0,1
001-161369,3500.0,1
001-161373,9000.0,1
001-161374,12000.0,1
001-161375,21000.0,1
001-161376,6500.0,1
001-161377,0.0,0
001-161378,5400.0,1
001-161379,75000.0,1
001-161380,9000.0,1
001-161381,0.0,0
001-161407,10000.0,1
001-161408,50000.0,1
001-161409,500.0,1
001-161410,10697900.0,1
001-161411,8400.0,1
001-161518,24000.0,1
001-161519,1000.0,1
001-161528,39000.0,1
001-161530,5000.0,1
001-161531,0.0,0
001-161532,15000.0,1
001-161534,15000.0,1
001-161822,7500.0,1
001-161829,0.0,0
001-161540,5000.0,1
001-161542,1000.0,1
001-161543,19000.0,1
001-161748,1600.0,1
001-161749,3000.0,1
001-161752,1500.0,1
001-161759,6400.0,1
001-161760,7500.0,1
001-161733,3000.0,1
001-161734,3600.0,1
001-161740,2700.0,1
001-161871,2600.0,1
001-161882,1500.0,1
001-161948,3000.0,1
001-161950,13500.0,1
001-161952,0.0,0
001-161953,0.0,0
001-161801,3000.0,1
001-161806,315000.0,1
001-161982,14000.0,1
001-161983,4000.0,1
001-161984,675000.0,1
001-162003,3600.0,1
001-162005,3600.0,1
001-162019,5000.0,1
001-162020,7000.0,1
001-162021,32000.0,1
001-162024,11000.0,1
001-162025,2000.0,1
001-162114,1000.0,1
001-162115,14000.0,1
001-162117,0.0,0
001-162179,15275.0,1
001-162199,1105000.0,1
001-162200,28500.0,1
001-162203,20000.0,1
001-162206,4500.0,1
001-162207,3000.0,1
001-162208,2500.0,1
001-162209,6000.0,1
001-162211,0.0,0
001-162212,12700.0,1
001-162614,0.0,0
001-162697,0.0,0
001-162213,0.0,0
001-162214,5000.0,1
001-162216,0.0,0
001-162218,1000.0,1
001-162419,20000.0,1
001-162422,4000.0,1
001-162424,12000.0,1
001-162761,6500.0,1
001-162764,35360.0,1
001-162765,19500.0,1
001-162705,60000.0,1
001-162831,0.0,0
001-162859,8000.0,1
001-162860,0.0,0
001-162862,2400.0,1
001-162863,1500.0,1
001-162866,2000.0,1
001-162867,6000.0,1
001-162868,2000.0,1
001-162855,7500.0,1
001-162857,6000.0,1
001-163099,0.0,0
001-163100,0.0,0
001-163101,15000.0,1
001-163103,12000.0,1
001-163106,15000.0,1
001-163110,7800.0,1
001-163111,30000.0,1
001-163112,2000.0,1
001-163115,6000.0,1
001-163054,0.0,0
001-163056,0.0,0
001-163340,6000.0,1
001-163344,0.0,0
001-163348,10000.0,1
001-163352,2500.0,1
001-163330,26000.0,1
001-163332,12000.0,1
001-163353,0.0,0
001-163354,4500.0,1
001-163355,8000.0,1
001-163357,3600.0,1
001-163450,1000.0,1
001-163435,2500.0,1
001-163438,3600.0,1
001-163439,2700.0,1
001-163443,3000.0,1
001-163653,1500.0,1
001-163655,5000.0,1
001-163656,3575.0,1
001-163658,3600.0,1
001-163661,0.0,0
001-163662,20000.0,1
001-163668,5000.0,1
001-163671,4000.0,1
001-163607,0.0,0
001-163608,900.0,1
001-163609,10000.0,1
001-163610,50000.0,1
001-163613,12000.0,1
001-163799,20000.0,1
001-163800,2000.0,1
001-163801,2000.0,1
001-163804,9000.0,1
001-163805,9700.0,1
001-163808,16500.0,1
001-163810,7200.0,1
001-163811,3000.0,1
001-163812,3600.0,1
001-163813,6000.0,1
001-163814,3900.0,1
001-163815,5000.0,1
001-163816,0.0,0
001-163818,20000.0,1
001-163819,20000.0,1
001-163821,5850.0,1
001-163825,5000.0,1
001-164449,0.0,0
001-164515,0.0,0
001-163909,15000.0,1
001-163910,3000.0,1
001-163911,0.0,0
001-163912,5000.0,1
001-163913,9000.0,1
001-163914,15000.0,1
001-164165,2000.0,1
001-164194,2000.0,1
001-164195,0.0,0
001-164196,4000.0,1
001-164313,0.0,0
001-164314,5000.0,1
001-164315,0.0,0
001-164414,1900.0,1
001-164419,0.0,0
001-164434,1500.0,1
001-164639,7000.0,1
001-163919,0.0,0
001-164198,12000.0,1
001-164199,0.0,0
001-164200,3600.0,1
001-164203,40000.0,1
001-164206,4300.0,1
001-164715,0.0,0
001-164453,1000.0,1
001-164454,0.0,0
001-164456,182100.0,1
001-164458,0.0,0
001-164459,2000.0,1
001-164461,4000.0,1
001-164462,0.0,0
001-164463,5000.0,1
001-164464,6500.0,1
001-164465,5700.0,1
001-164466,7500.0,1
001-164928,3000.0,1
001-165032,4000.0,1
001-164467,6000.0,1
001-164658,14000.0,1
001-164661,0.0,0
001-164662,6000.0,1
001-164663,8540.0,1
001-164664,1200.0,1
001-164668,11000.0,1
001-164669,12000.0,1
001-164670,3500.0,1
001-164677,120000.0,1
001-164679,10000.0,1
001-165262,0.0,0
001-164909,13500.0,1
001-164910,150900.0,1
001-164911,9000.0,1
001-164912,8000.0,1
001-164913,0.0,0
001-164917,0.0,0
001-164918,1900.0,1
001-164919,2500.0,1
001-164920,0.0,0
001-164921,3250.0,1
001-164923,9000.0,1
001-164944,0.0,0
001-164945,13858.0,1
001-164946,0.0,0
001-164949,0.0,0
001-164950,0.0,0
001-164952,1200.0,1
001-164954,2400.0,1
001-164957,2000.0,1
001-164959,0.0,0
001-164963,9000.0,1
001-165368,1000.0,1
001-165369,0.0,0
001-165372,0.0,0
001-165229,1700.0,1
001-165230,1500.0,1
001-165231,0.0,0
001-165232,5000.0,1
001-165227,4000.0,1
001-165442,0.0,0
001-165951,10000.0,1
001-165952,2500.0,1
001-166055,0.0,0
001-166056,0.0,0
001-166065,0.0,0
001-166480,4500.0,1
001-166482,20000.0,1
001-165755,3600.0,1
001-165756,3500.0,1
001-165757,0.0,0
001-165758,0.0,0
001-166486,7500.0,1
001-166487,10000.0,1
001-163331,0.0,0
001-166678,4700.0,1
001-166680,0.0,0
001-166682,7500.0,1
001-166683,20000.0,1
001-166684,5000.0,1
001-166685,9000.0,1
001-166686,0.0,0
001-166690,30000.0,1
001-166732,2200.0,1
001-166733,0.0,0
001-166734,0.0,0
001-166735,5000.0,1
001-166736,5000.0,1
001-166737,2500.0,1
001-166738,6800.0,1
001-166740,2500.0,1
001-166743,3000.0,1
001-166744,0.0,0
001-166745,15000.0,1
001-166747,0.0,0
001-166748,5000.0,1
001-166772,4000.0,1
001-166774,26000.0,1
001-166775,2000.0,1
001-166776,6000.0,1
001-166491,0.0,0
001-166915,3500.0,1
001-166916,14000.0,1
001-166920,2000.0,1
001-166922,40000.0,1
001-166925,0.0,0
001-166926,15000.0,1
001-166928,0.0,0
001-166929,8000.0,1
001-166930,12000.0,1
001-166932,0.0,0
001-166933,5000.0,1
001-166934,35500.0,1
001-166936,10000.0,1
001-166937,12500.0,1
001-166940,15000.0,1
001-166941,7280.0,1
001-166943,0.0,0
001-166944,20000.0,1
001-166945,20000.0,1
001-166947,6500.0,1
001-166948,8000.0,1
001-166950,10000.0,1
001-166951,4000.0,1
001-166952,6900.0,1
001-166953,3300.0,1
001-166954,8000.0,1
001-166957,10000.0,1
001-166961,0.0,0
001-166965,4000.0,1
001-168053,0.0,0
001-168054,0.0,0
001-168055,0.0,0
001-167087,0.0,0
001-167088,4000.0,1
001-167091,2500.0,1
001-167092,0.0,0
001-167093,900.0,1
001-167094,0.0,0
001-167096,8000.0,1
001-167097,1000.0,1
001-167098,3600.0,1
001-167100,23000.0,1
001-167101,0.0,0
001-167103,3900.0,1
001-167104,3900.0,1
001-167107,0.0,0
001-167108,6500.0,1
001-167110,0.0,0
001-167112,7500.0,1
001-167114,2500.0,1
001-167116,500.0,1
001-167117,0.0,0
001-167118,4000.0,1
001-167119,9000.0,1
001-167121,4000.0,1
001-167122,5000.0,1
001-167123,2000.0,1
001-167124,2000.0,1
001-167125,15000.0,1
001-167126,15000.0,1
001-167128,10000.0,1
001-167484,0.0,0
001-167485,0.0,0
001-167486,1300.0,1
001-167490,8000.0,1
001-167491,54000.0,1
001-167492,0.0,0
001-167493,2000.0,1
001-167494,1000.0,1
001-167497,22500.0,1
001-167498,3100.0,1
001-167555,33700.0,1
001-167556,500.0,1
001-167557,4500.0,1
001-167558,3000.0,1
001-167559,5000.0,1
001-167560,5000.0,1
001-167561,2000.0,1
001-167563,0.0,0
001-167564,0.0,0
001-167565,0.0,0
001-167566,0.0,0
001-168074,0.0,0
001-168075,0.0,0
001-167796,0.0,0
001-167797,4000.0,1
001-167799,0.0,0
001-167800,1500.0,1
001-167801,7500.0,1
001-167802,5000.0,1
001-167803,44600.0,1
001-167804,10000.0,1
001-167762,3100.0,1
001-167764,10000.0,1
001-168320,0.0,0
001-168322,0.0,0
001-168351,224450.0,1
001-168352,0.0,0
001-168369,7500.0,1
001-168370,15000.0,1
001-168372,0.0,0
001-168373,3000.0,1
001-168374,3000.0,1
001-168375,1000.0,1
001-168376,4200.0,1
001-168377,8000.0,1
001-168379,3000.0,1
001-168380,0.0,0
001-168381,0.0,0
001-168382,8000.0,1
001-168383,0.0,0
001-168385,0.0,0
001-168386,1000.0,1
001-168387,1500.0,1
001-168388,0.0,0
001-168389,3000.0,1
001-168390,2400.0,1
001-168391,2000.0,1
001-168838,15000.0,1
001-168839,2500.0,1
001-168843,1500.0,1
001-168844,0.0,0
001-168845,7500.0,1
001-168868,16500.0,1
001-168902,900.0,1
001-168699,0.0,0
001-168700,5000.0,1
001-168701,25000.0,1
001-168702,0.0,0
001-168704,5000.0,1
001-168759,35165.0,1
001-168761,6000.0,1
001-168762,1500.0,1
001-168764,2000.0,1
001-168766,7500.0,1
001-168767,8900.0,1
001-168771,1020000.0,1
001-168772,2000.0,1
001-168773,26000.0,1
001-168776,2100.0,1
001-168777,7500.0,1
001-168778,0.0,0
001-168779,1500.0,1
001-168780,24000.0,1
001-168846,0.0,0
001-168847,3000.0,1
001-168848,0.0,0
001-168849,0.0,0
001-168851,2100.0,1
001-168852,50000.0,1
001-168853,17100.0,1
001-168856,0.0,0
001-168857,0.0,0
001-168858,500.0,1
001-168859,0.0,0
001-168860,2400.0,1
001-168861,2000.0,1
001-168862,10000.0,1
001-168863,0.0,0
001-168864,6000.0,1
001-168865,72000.0,1
001-168866,0.0,0
001-168867,0.0,0
001-169054,4700.0,1
001-169055,6000.0,1
001-169057,10000.0,1
001-168930,100000.0,1
001-168931,26000.0,1
001-168933,36000.0,1
001-169198,0.0,0
001-169199,13000.0,1
001-169201,5000.0,1
001-169206,1000.0,1
001-169207,15000.0,1
001-169209,0.0,0
001-169210,10000.0,1
001-169211,0.0,0
001-169212,9000.0,1
001-169213,7500.0,1
001-169214,2000.0,1
001-169215,0.0,0
001-169216,3000.0,1
001-169217,0.0,0
001-169219,3300.0,1
001-169465,0.0,0
001-169466,3100.0,1
001-169467,7500.0,1
001-169472,1000.0,1
001-169473,10000.0,1
001-169474,0.0,0
001-169475,26000.0,1
001-169476,19500.0,1
001-169478,1500.0,1
001-169479,5000.0,1
001-169480,5250.0,1
001-169485,15000.0,1
001-169662,0.0,0
001-169663,5000.0,1
001-169518,8000.0,1
001-169519,7500.0,1
001-169520,6400.0,1
001-169521,3000.0,1
001-169522,5000.0,1
001-169524,6000.0,1
001-170054,7500.0,1
001-169646,1500.0,1
001-169649,40000.0,1
001-169650,30000.0,1
001-169652,6500.0,1
001-169654,0.0,0
001-169655,15000.0,1
001-169656,16000.0,1
001-169657,10000.0,1
001-169658,0.0,0
001-169659,0.0,0
001-169660,2700.0,1
001-169661,12500.0,1
001-170026,15000.0,1
001-170028,1250.0,1
001-170031,0.0,0
001-170033,1500.0,1
001-170037,7500.0,1
001-170040,2000.0,1
001-170042,10000.0,1
001-170045,3300.0,1
001-170048,0.0,0
001-170052,12000.0,1
001-170343,16250.0,1
001-170055,9200.0,1
001-170056,1000.0,1
001-170058,0.0,0
001-170060,0.0,0
001-170061,8500.0,1
001-170280,0.0,0
001-170281,0.0,0
001-170283,0.0,0
001-170284,0.0,0
001-170134,2000.0,1
001-170137,10800.0,1
001-170143,0.0,0
001-170149,5000.0,1
001-170153,5000.0,1
001-170171,11700.0,1
001-170193,19500.0,1
001-170194,14400.0,1
001-170342,1500.0,1
001-170349,1500.0,1
001-170351,4500.0,1
001-170353,19500.0,1
001-170354,0.0,0
001-170358,2000.0,1
001-170387,0.0,0
001-170390,75000.0,1
001-170391,15000.0,1
001-170393,0.0,0
001-170360,3000.0,1
001-170361,5000.0,1
001-170362,5000.0,1
001-170365,7500.0,1
001-170367,0.0,0
001-170371,1500.0,1
001-170704,29800.0,1
001-170451,0.0,0
001-170453,1500.0,1
001-170454,0.0,0
001-170456,0.0,0
001-170460,7000.0,1
001-170461,5000.0,1
001-170462,6000.0,1
001-170464,2500.0,1
001-170467,30000.0,1
001-170468,19500.0,1
001-170590,7500.0,1
001-170592,120000.0,1
001-170593,13000.0,1
001-170594,0.0,0
001-170595,18000.0,1
001-170647,10000.0,1
001-170648,2400.0,1
001-170649,900.0,1
001-170650,0.0,0
001-170651,0.0,0
001-170654,1527.0,1
001-170655,50000.0,1
001-170656,6000.0,1
001-170658,0.0,0
001-170855,90000.0,1
001-170857,160000.0,1
001-170861,5000.0,1
001-170863,11700.0,1
001-170864,12000.0,1
001-170884,2000.0,1
001-170837,77100.0,1
001-170839,30000.0,1
001-171084,7500.0,1
001-171085,3000.0,1
001-171086,2000.0,1
001-171088,2400.0,1
001-171089,4000.0,1
001-171091,7495.0,1
001-171093,3000.0,1
001-171094,24000.0,1
001-171096,0.0,0
001-171097,3000.0,1
001-171098,7500.0,1
001-171099,600.0,1
001-171101,7500.0,1
001-171102,3250.0,1
001-171472,0.0,0
001-171473,0.0,0
001-171474,1500.0,1
001-171476,0.0,0
001-171477,6000.0,1
001-171479,0.0,0
001-171480,0.0,0
001-171481,0.0,0
001-171482,14000.0,1
001-171483,5000.0,1
001-171484,67000.0,1
001-171485,10000.0,1
001-171486,12000.0,1
001-171487,12000.0,1
001-171488,12000.0,1
001-171489,12000.0,1
001-171491,0.0,0
001-171526,24000.0,1
001-171527,60000.0,1
001-171498,10000.0,1
001-171804,5000.0,1
001-171552,18000.0,1
001-171555,2000.0,1
001-171556,1500.0,1
001-171557,0.0,0
001-171500,1000.0,1
001-171501,4000.0,1
001-171503,0.0,0
001-171505,0.0,0
001-171773,16500.0,1
001-171774,5000.0,1
001-171775,0.0,0
001-171777,10000.0,1
001-171778,25000.0,1
001-171779,5000.0,1
001-171780,12500.0,1
001-171781,3120.0,1
001-171782,1500.0,1
001-172066,45500.0,1
001-172068,2000.0,1
001-172069,2000.0,1
001-172070,78000.0,1
001-172071,0.0,0
001-172072,6000.0,1
001-172073,5000.0,1
001-172076,7500.0,1
001-172077,12500.0,1
001-172078,13000.0,1
001-172079,4000.0,1
001-172091,20000.0,1
001-171972,4000.0,1
001-171974,0.0,0
001-172100,6500.0,1
001-172102,6000.0,1
001-172103,5000.0,1
001-172105,0.0,0
001-172106,53500.0,1
001-172131,5100.0,1
001-172132,0.0,0
001-172135,0.0,0
001-172107,81000.0,1
001-172314,6000.0,1
001-172315,3500.0,1
001-172316,1800.0,1
001-172317,2500.0,1
001-172318,48550.0,1
001-172322,1500.0,1
001-172323,10000.0,1
001-172325,1500.0,1
001-172327,12500.0,1
001-172328,3600.0,1
001-172329,25000.0,1
001-172361,3600.0,1
001-172362,0.0,0
001-172363,4000.0,1
001-172440,50000.0,1
001-172455,7200.0,1
001-172456,21500.0,1
001-172457,2000.0,1
001-172458,500.0,1
001-172459,0.0,0
001-172460,8500.0,1
001-172462,1500.0,1
001-172463,9800.0,1
001-172466,1500.0,1
001-172467,0.0,0
001-172468,5000.0,1
001-172469,2000.0,1
001-172470,2000.0,1
001-172471,0.0,0
001-172858,0.0,0
001-172545,0.0,0
001-172546,12000.0,1
001-172549,7500.0,1
001-172551,0.0,0
001-172552,0.0,0
001-172554,10500.0,1
001-172555,10500.0,1
001-172557,12000.0,1
001-172558,8000.0,1
001-172559,46000.0,1
001-172560,2000.0,1
001-172561,24000.0,1
001-172562,12000.0,1
001-172563,4500.0,1
001-172649,3600.0,1
001-172651,20000.0,1
001-172652,1500.0,1
001-172653,12000.0,1
001-172654,10400.0,1
001-172655,8200.0,1
001-172656,6500.0,1
001-172658,5000.0,1
001-172660,2955000.0,1
001-172661,20000.0,1
001-172662,10000.0,1
001-172663,10000.0,1
001-172853,287600.0,1
001-172854,12000.0,1
001-172855,40100.0,1
001-173098,0.0,0
001-173099,17000.0,1
001-173100,2000.0,1
001-173101,2500.0,1
001-173102,3000.0,1
001-173351,0.0,0
001-173087,5000.0,1
001-173088,8000.0,1
001-173089,2400.0,1
001-173091,4000.0,1
001-173248,0.0,0
001-173249,5000.0,1
001-173251,95000.0,1
001-173252,20000.0,1
001-173253,660.0,1
001-173254,5000.0,1
001-173255,20000.0,1
001-173256,3000.0,1
001-173259,20000.0,1
001-173260,15000.0,1
001-173261,3500.0,1
001-173262,1623.0,1
001-173263,4700.0,1
001-173365,20000.0,1
001-173366,2400.0,1
001-173369,0.0,0
001-173371,0.0,0
001-173372,0.0,0
001-173374,0.0,0
001-173375,0.0,0
001-173376,0.0,0
001-173377,0.0,0
001-173379,0.0,0
001-173380,0.0,0
001-173382,0.0,0
001-173383,0.0,0
001-173384,0.0,0
001-173386,0.0,0
001-173388,0.0,0
001-173389,0.0,0
001-173390,0.0,0
001-173464,3000.0,1
001-173466,5000.0,1
001-173467,7830.0,1
001-172963,8000.0,1
001-173468,1000.0,1
001-173469,0.0,0
001-173470,2500.0,1
001-173471,6000.0,1
001-173472,1000.0,1
001-173473,0.0,0
001-173474,1500.0,1
001-173475,7500.0,1
001-173477,10000.0,1
001-173478,1900.0,1
001-173490,3000.0,1
001-173491,0.0,0
001-173492,0.0,0
001-173494,0.0,0
001-173495,0.0,0
001-173496,0.0,0
001-173498,10000.0,1
001-173500,3600.0,1
001-173619,9800.0,1
001-173621,7800.0,1
001-173623,0.0,0
001-173797,20000.0,1
001-173798,40000.0,1
001-173800,6000.0,1
001-173801,6000.0,1
001-173802,37000.0,1
001-173803,11800.0,1
001-173805,30000.0,1
001-173766,44000.0,1
001-173767,6000.0,1
001-173768,15000.0,1
001-173770,19500.0,1
001-173771,13500.0,1
001-173772,7500.0,1
001-173774,4000.0,1
001-173775,5000.0,1
001-173776,15000.0,1
001-173778,3000.0,1
001-173779,3000.0,1
001-174059,4000.0,1
001-174060,2000.0,1
001-174061,7800.0,1
001-174062,2400.0,1
001-174063,15000.0,1
001-174064,15000.0,1
001-174065,5000.0,1
001-174067,15000.0,1
001-174429,7500.0,1
001-174109,0.0,0
001-174111,0.0,0
001-174112,5000.0,1
001-174113,0.0,0
001-174114,13800.0,1
001-174115,9500.0,1
001-174117,1000.0,1
001-174118,0.0,0
001-174379,2000.0,1
001-174380,5000.0,1
001-174381,0.0,0
001-174385,10000.0,1
001-174386,1200.0,1
001-174387,3000.0,1
001-174388,4200.0,1
001-174389,5400.0,1
001-174390,5500.0,1
001-174392,0.0,0
001-174393,3000.0,1
001-174395,0.0,0
001-174397,7500.0,1
001-174398,0.0,0
001-174399,0.0,0
001-174400,0.0,0
001-174401,40000.0,1
001-174402,10000.0,1
001-174403,5000.0,1
001-174405,10000.0,1
001-174406,2250.0,1
001-174470,10000.0,1
001-174410,0.0,0
001-174411,1500.0,1
001-174414,3600.0,1
001-174416,3000.0,1
001-174418,3600.0,1
001-174419,0.0,0
001-174420,7500.0,1
001-174422,43000.0,1
001-174438,0.0,0
001-174439,71600.0,1
001-174440,0.0,0
001-174442,0.0,0
001-174444,0.0,0
001-174814,0.0,0
001-175007,0.0,0
001-174613,4000.0,1
001-174614,4500.0,1
001-174615,4000.0,1
001-174621,1000.0,1
001-174623,5000.0,1
001-174624,3500.0,1
001-174626,1950.0,1
001-174628,2600.0,1
001-175121,0.0,0
001-174645,18000.0,1
001-174988,4500.0,1
001-174990,0.0,0
001-174991,3300.0,1
001-174992,5000.0,1
001-174994,25000.0,1
001-174997,3600.0,1
001-174953,8000.0,1
001-174954,0.0,0
001-174955,0.0,0
001-174956,0.0,0
001-174957,0.0,0
001-174958,7500.0,1
